OPERA,MES,TIPOVUELO,SIGLADES,DIANOM,atraso_15
Grupo LATAM,3,I,Rio de Janeiro,Lunes,0
Air Canada,8,I,Toronto,Jueves,0
Latin American Wings,5,N,Puerto Montt,Miercoles,0
Grupo LATAM,4,N,Punta Arenas,Domingo,0
Grupo LATAM,3,N,Concepcion,Viernes,0
Avianca,12,I,Bogota,Lunes,1
Sky Airline,4,N,Iquique,Martes,0
Grupo LATAM,11,N,Arica,Jueves,0
Grupo LATAM,3,I,Lima,Lunes,1
Grupo LATAM,1,N,Iquique,Viernes,0
Grupo LATAM,9,N,Calama,Viernes,0
Sky Airline,2,N,Arica,Jueves,1
Grupo LATAM,9,I,Madrid,Viernes,0
Sky Airline,7,N,Arica,Martes,0
Sky Airline,4,I,Lima,Sabado,0
Grupo LATAM,2,N,Calama,Sabado,0
Grupo LATAM,5,N,Antofagasta,Domingo,1
Grupo LATAM,10,N,Iquique,Miercoles,1
Grupo LATAM,3,I,Rio de Janeiro,Jueves,0
Grupo LATAM,3,I,La Paz,Martes,0
Grupo LATAM,9,I,Sao Paulo,Viernes,0
Grupo LATAM,5,N,Calama,Lunes,1
Grupo LATAM,3,I,Buenos Aires,Jueves,0
Grupo LATAM,8,I,Sao Paulo,Viernes,1
Aerolineas Argentinas,11,I,Buenos Aires,Viernes,0
Grupo LATAM,5,I,Lima,Viernes,1
Gol Trans,12,I,Sao Paulo,Viernes,0
Grupo LATAM,4,N,La Serena,Viernes,0
Grupo LATAM,5,N,Calama,Miercoles,0
Grupo LATAM,5,N,Copiapo,Domingo,0
Alitalia,5,I,Roma,Lunes,0
Aerolineas Argentinas,1,I,Buenos Aires,Miercoles,0
Grupo LATAM,12,N,Punta Arenas,Viernes,1
Sky Airline,4,N,Copiapo,Lunes,0
JetSmart SPA,10,N,Calama,Miercoles,0
Sky Airline,2,N,Antofagasta,Martes,0
Grupo LATAM,2,N,Puerto Natales,Sabado,1
Grupo LATAM,11,I,Mendoza,Viernes,0
Grupo LATAM,2,N,Iquique,Miercoles,0
Grupo LATAM,6,N,Concepcion,Viernes,0
Grupo LATAM,12,N,Calama,Jueves,1
Latin American Wings,3,I,Lima,Jueves,1
Grupo LATAM,7,I,Cordoba,Viernes,1
Grupo LATAM,9,I,Ciudad de Mexico,Sabado,0
Aerolineas Argentinas,6,I,Buenos Aires,Miercoles,1
Copa Air,10,I,Ciudad de Panama,Viernes,0
Sky Airline,7,N,Arica,Domingo,0
Grupo LATAM,10,I,Lima,Lunes,0
Grupo LATAM,7,N,Puerto Montt,Domingo,1
JetSmart SPA,12,N,La Serena,Domingo,0
Grupo LATAM,11,I,Lima,Domingo,1
Latin American Wings,3,I,Lima,Lunes,0
Grupo LATAM,12,I,Buenos Aires,Domingo,0
Grupo LATAM,4,N,Punta Arenas,Sabado,1
Gol Trans,8,I,Rio de Janeiro,Viernes,0
Grupo LATAM,8,I,Nueva York,Martes,0
Copa Air,4,I,Ciudad de Panama,Domingo,0
Aerolineas Argentinas,12,I,Buenos Aires,Martes,0
Avianca,4,I,Bogota,Jueves,0
Grupo LATAM,7,N,Iquique,Miercoles,0
Sky Airline,10,I,Rosario,Jueves,1
Sky Airline,6,N,Punta Arenas,Sabado,0
Sky Airline,1,N,Iquique,Lunes,0
Grupo LATAM,8,N,Puerto Montt,Lunes,0
Copa Air,9,I,Ciudad de Panama,Lunes,0
Grupo LATAM,11,I,Bogota,Sabado,0
Grupo LATAM,3,N,Puerto Montt,Lunes,0
Sky Airline,9,N,Puerto Montt,Lunes,1
Grupo LATAM,8,N,Balmaceda,Miercoles,0
Grupo LATAM,9,N,Calama,Domingo,1
Copa Air,4,I,Ciudad de Panama,Jueves,0
Grupo LATAM,8,N,Calama,Martes,0
Copa Air,12,I,Ciudad de Panama,Jueves,0
Sky Airline,3,N,Calama,Viernes,0
Grupo LATAM,9,I,Auckland N.Z.,Viernes,0
Sky Airline,1,I,Lima,Jueves,0
Grupo LATAM,7,N,Concepcion,Domingo,0
JetSmart SPA,10,N,Calama,Jueves,1
Grupo LATAM,4,N,Valdivia,Viernes,0
Grupo LATAM,10,I,Buenos Aires,Lunes,0
Aeromexico,8,I,Ciudad de Mexico,Domingo,0
Sky Airline,3,N,Antofagasta,Jueves,0
Copa Air,10,I,Ciudad de Panama,Miercoles,1
Grupo LATAM,9,N,Iquique,Jueves,0
Grupo LATAM,5,N,Puerto Montt,Lunes,0
Sky Airline,8,N,Copiapo,Lunes,0
Grupo LATAM,4,I,Madrid,Jueves,1
Grupo LATAM,6,I,Sao Paulo,Domingo,0
Grupo LATAM,10,N,Calama,Martes,0
Grupo LATAM,1,N,Antofagasta,Miercoles,1
Grupo LATAM,6,N,Copiapo,Miercoles,0
Sky Airline,2,N,Concepcion,Viernes,0
Grupo LATAM,1,I,Buenos Aires,Lunes,0
Sky Airline,3,N,Puerto Montt,Sabado,0
Grupo LATAM,11,I,Buenos Aires,Martes,1
Grupo LATAM,5,I,Buenos Aires,Lunes,0
Grupo LATAM,3,I,Buenos Aires,Sabado,0
Latin American Wings,8,I,Mendoza,Viernes,1
Grupo LATAM,5,N,Puerto Montt,Miercoles,0
Grupo LATAM,2,N,Balmaceda,Viernes,0
Grupo LATAM,11,N,Antofagasta,Miercoles,1
Grupo LATAM,7,N,Iquique,Martes,0
Sky Airline,12,N,Arica,Domingo,1
Grupo LATAM,9,I,Ciudad de Mexico,Sabado,0
Grupo LATAM,2,N,Balmaceda,Martes,0
Grupo LATAM,11,I,La Paz,Martes,0
Grupo LATAM,7,I,Lima,Lunes,0
Aerolineas Argentinas,3,I,Buenos Aires,Jueves,0
Sky Airline,7,N,Arica,Lunes,1
Grupo LATAM,5,N,Antofagasta,Miercoles,0
Grupo LATAM,6,N,Copiapo,Lunes,0
Grupo LATAM,1,I,Lima,Domingo,0
Grupo LATAM,12,I,Rio de Janeiro,Miercoles,0
Sky Airline,3,N,Iquique,Viernes,0
Grupo LATAM,2,N,Iquique,Lunes,0
Grupo LATAM,1,N,Concepcion,Domingo,0
Sky Airline,8,N,Temuco,Viernes,0
Grupo LATAM,1,N,Antofagasta,Martes,1
United Airlines,3,I,Houston,Lunes,0
Grupo LATAM,9,N,La Serena,Miercoles,0
Grupo LATAM,4,N,Puerto Montt,Martes,0
Grupo LATAM,8,I,Lima,Miercoles,0
Grupo LATAM,5,I,Madrid,Jueves,0
Latin American Wings,8,I,Mendoza,Viernes,1
Grupo LATAM,11,N,Isla de Pascua,Viernes,0
Avianca,4,I,Bogota,Jueves,0
Sky Airline,4,N,Copiapo,Martes,0
Grupo LATAM,1,I,Buenos Aires,Lunes,0
Grupo LATAM,7,N,Antofagasta,Miercoles,0
Sky Airline,4,N,Concepcion,Sabado,0
Grupo LATAM,12,N,Puerto Montt,Viernes,0
Grupo LATAM,1,N,Temuco,Domingo,0
Grupo LATAM,1,N,Antofagasta,Jueves,0
Sky Airline,7,N,Copiapo,Sabado,0
JetSmart SPA,9,N,Calama,Domingo,0
Aeromexico,3,I,Ciudad de Mexico,Lunes,0
Grupo LATAM,4,N,Calama,Jueves,0
Grupo LATAM,7,N,Puerto Montt,Jueves,1
Grupo LATAM,6,N,Calama,Lunes,0
Sky Airline,1,N,Punta Arenas,Jueves,0
Air Canada,1,I,Buenos Aires,Martes,1
Sky Airline,8,N,Concepcion,Viernes,0
Sky Airline,4,N,La Serena,Miercoles,0
Grupo LATAM,9,N,Punta Arenas,Sabado,0
Sky Airline,8,I,Lima,Lunes,1
Sky Airline,8,N,Arica,Miercoles,1
Grupo LATAM,1,N,Puerto Montt,Sabado,0
Grupo LATAM,10,N,Puerto Montt,Jueves,0
Grupo LATAM,7,N,Calama,Lunes,0
Grupo LATAM,2,I,Buenos Aires,Viernes,0
Grupo LATAM,4,I,Rio de Janeiro,Martes,0
Grupo LATAM,9,I,La Paz,Viernes,0
Grupo LATAM,1,N,Antofagasta,Lunes,0
Grupo LATAM,1,N,Concepcion,Miercoles,0
Latin American Wings,7,I,Lima,Jueves,0
Aerolineas Argentinas,10,I,Buenos Aires,Jueves,0
Sky Airline,2,N,Copiapo,Domingo,0
Grupo LATAM,9,N,La Serena,Sabado,0
Sky Airline,8,N,Arica,Viernes,0
Grupo LATAM,7,I,Miami,Jueves,0
Grupo LATAM,10,I,La Paz,Martes,0
Copa Air,9,I,Ciudad de Panama,Jueves,0
Grupo LATAM,12,N,Arica,Domingo,0
Grupo LATAM,12,I,Florianapolis,Sabado,0
Grupo LATAM,3,N,Copiapo,Miercoles,1
American Airlines,4,I,Miami,Jueves,1
Sky Airline,12,N,Arica,Domingo,0
K.L.M.,12,I,Buenos Aires,Sabado,0
Sky Airline,5,N,Iquique,Sabado,0
Grupo LATAM,9,N,Concepcion,Viernes,0
Grupo LATAM,6,I,Madrid,Domingo,1
Oceanair Linhas Aereas,10,I,Sao Paulo,Lunes,0
Grupo LATAM,7,N,Calama,Sabado,0
Grupo LATAM,1,I,Auckland N.Z.,Jueves,0
Grupo LATAM,3,N,La Serena,Martes,0
Grupo LATAM,8,I,Sao Paulo,Sabado,0
Grupo LATAM,6,N,Puerto Montt,Miercoles,0
Sky Airline,1,N,Antofagasta,Miercoles,0
Grupo LATAM,12,I,Bogota,Domingo,0
Grupo LATAM,10,N,Calama,Jueves,0
Grupo LATAM,8,N,Copiapo,Jueves,0
Grupo LATAM,11,N,Antofagasta,Viernes,1
Grupo LATAM,2,N,Punta Arenas,Viernes,0
Avianca,6,I,Bogota,Jueves,0
Grupo LATAM,5,I,Lima,Miercoles,1
Grupo LATAM,7,I,Sao Paulo,Sabado,0
Sky Airline,2,N,Arica,Lunes,0
Grupo LATAM,8,N,Copiapo,Jueves,0
Grupo LATAM,5,I,Lima,Martes,0
Sky Airline,7,N,Puerto Montt,Martes,0
Grupo LATAM,11,I,Lima,Miercoles,0
Grupo LATAM,5,N,Antofagasta,Lunes,0
Grupo LATAM,2,N,Calama,Martes,0
Grupo LATAM,8,N,Concepcion,Miercoles,0
Air France,10,I,Paris,Viernes,0
Grupo LATAM,7,N,Concepcion,Lunes,0
Grupo LATAM,10,N,Antofagasta,Martes,0
Sky Airline,3,N,Iquique,Jueves,0
Grupo LATAM,1,N,Copiapo,Lunes,0
Sky Airline,4,N,Calama,Martes,0
Grupo LATAM,4,I,Rio de Janeiro,Sabado,0
Grupo LATAM,10,N,Puerto Montt,Domingo,0
Grupo LATAM,7,N,Calama,Domingo,0
Copa Air,11,I,Ciudad de Panama,Lunes,0
Sky Airline,11,N,Puerto Montt,Viernes,0
Sky Airline,3,N,Puerto Montt,Martes,0
Grupo LATAM,3,N,Iquique,Domingo,0
Latin American Wings,11,N,Antofagasta,Viernes,1
Grupo LATAM,11,N,Valdivia,Sabado,0
Sky Airline,2,N,Calama,Viernes,0
Grupo LATAM,8,N,Iquique,Lunes,0
Grupo LATAM,5,N,Calama,Miercoles,0
Sky Airline,1,N,La Serena,Domingo,0
Grupo LATAM,3,N,Copiapo,Martes,0
Sky Airline,4,N,Temuco,Viernes,1
Grupo LATAM,10,N,Temuco,Domingo,0
Grupo LATAM,1,I,Sao Paulo,Lunes,0
Grupo LATAM,9,N,Concepcion,Domingo,0
Grupo LATAM,5,N,Concepcion,Lunes,0
Grupo LATAM,12,I,Mendoza,Miercoles,0
Aerolineas Argentinas,11,I,Buenos Aires,Viernes,0
Sky Airline,6,N,Copiapo,Viernes,1
Grupo LATAM,6,N,Copiapo,Domingo,0
American Airlines,5,I,Dallas,Sabado,0
Sky Airline,3,N,Punta Arenas,Jueves,1
Grupo LATAM,9,N,Copiapo,Sabado,0
Iberia,1,I,Madrid,Domingo,0
Grupo LATAM,9,I,Lima,Lunes,0
Grupo LATAM,2,I,Lima,Miercoles,0
Copa Air,7,I,Ciudad de Panama,Lunes,0
Sky Airline,6,N,Calama,Miercoles,1
Latin American Wings,2,I,Lima,Lunes,0
Grupo LATAM,3,N,Antofagasta,Lunes,0
Grupo LATAM,3,I,La Paz,Jueves,0
Sky Airline,12,N,Punta Arenas,Domingo,0
Grupo LATAM,11,N,Concepcion,Lunes,1
Copa Air,12,I,Ciudad de Panama,Viernes,0
Sky Airline,5,N,Iquique,Viernes,1
Sky Airline,4,N,La Serena,Jueves,0
Grupo LATAM,4,N,Copiapo,Domingo,0
Gol Trans,6,I,Sao Paulo,Lunes,0
Grupo LATAM,6,I,Montevideo,Sabado,0
Grupo LATAM,7,N,Punta Arenas,Domingo,0
Grupo LATAM,3,I,La Paz,Jueves,0
Grupo LATAM,6,I,Rio de Janeiro,Domingo,0
Air Canada,4,I,Buenos Aires,Domingo,0
Grupo LATAM,1,I,Lima,Jueves,0
Grupo LATAM,11,N,Concepcion,Jueves,1
Sky Airline,6,N,Calama,Martes,0
Sky Airline,12,N,Iquique,Lunes,1
Grupo LATAM,5,I,Buenos Aires,Jueves,0
Grupo LATAM,8,N,Concepcion,Jueves,0
Grupo LATAM,6,N,Calama,Sabado,0
Sky Airline,12,N,Antofagasta,Martes,1
Grupo LATAM,10,I,Buenos Aires,Miercoles,0
Sky Airline,10,N,Concepcion,Martes,0
Grupo LATAM,9,N,Arica,Domingo,1
Latin American Wings,5,N,Concepcion,Miercoles,1
Grupo LATAM,11,N,Calama,Domingo,0
Grupo LATAM,1,I,Rio de Janeiro,Martes,0
Grupo LATAM,9,N,Antofagasta,Jueves,1
Grupo LATAM,1,I,Sao Paulo,Sabado,1
Grupo LATAM,6,I,Mendoza,Lunes,1
Gol Trans,2,I,Florianapolis,Viernes,0
Aerolineas Argentinas,4,I,Buenos Aires,Domingo,0
Grupo LATAM,9,N,La Serena,Jueves,0
Air Canada,2,I,Buenos Aires,Miercoles,0
Grupo LATAM,10,I,Sao Paulo,Domingo,0
Grupo LATAM,8,I,Mendoza,Viernes,0
Grupo LATAM,4,N,Iquique,Sabado,0
Sky Airline,7,N,Antofagasta,Viernes,0
K.L.M.,12,I,Buenos Aires,Miercoles,1
Sky Airline,7,I,Mendoza,Lunes,0
Grupo LATAM,6,N,Punta Arenas,Miercoles,0
Grupo LATAM,11,I,Miami,Jueves,0
Grupo LATAM,8,N,Calama,Martes,0
Grupo LATAM,3,I,Buenos Aires,Viernes,1
Sky Airline,5,N,Concepcion,Lunes,0
Grupo LATAM,1,N,Antofagasta,Miercoles,0
Grupo LATAM,11,N,Antofagasta,Viernes,0
Grupo LATAM,10,I,Nueva York,Jueves,0
Grupo LATAM,10,I,Lima,Lunes,0
Grupo LATAM,10,I,Montevideo,Lunes,0
Grupo LATAM,11,N,Concepcion,Lunes,0
Grupo LATAM,2,I,Florianapolis,Viernes,0
Grupo LATAM,1,I,Lima,Martes,0
Grupo LATAM,1,I,Lima,Miercoles,0
Grupo LATAM,5,I,Miami,Viernes,0
Grupo LATAM,5,I,Nueva York,Sabado,0
American Airlines,11,I,Miami,Lunes,0
Sky Airline,5,N,Concepcion,Martes,0
Grupo LATAM,5,I,Buenos Aires,Viernes,0
Grupo LATAM,9,I,Sao Paulo,Miercoles,0
Grupo LATAM,8,N,Calama,Miercoles,0
Sky Airline,7,N,Punta Arenas,Domingo,0
Grupo LATAM,12,N,Balmaceda,Domingo,0
Grupo LATAM,8,I,Mendoza,Jueves,0
Grupo LATAM,2,N,Puerto Montt,Domingo,0
American Airlines,2,I,Miami,Lunes,0
Grupo LATAM,10,I,Lima,Miercoles,0
Grupo LATAM,9,N,La Serena,Sabado,1
Grupo LATAM,11,N,Calama,Domingo,0
Sky Airline,9,N,Concepcion,Viernes,0
Sky Airline,2,N,Balmaceda,Viernes,0
Grupo LATAM,7,I,Miami,Domingo,1
Grupo LATAM,7,I,Lima,Miercoles,0
Sky Airline,1,N,Valdivia,Jueves,0
Copa Air,1,I,Ciudad de Panama,Lunes,0
Grupo LATAM,4,N,Antofagasta,Jueves,0
Grupo LATAM,4,N,Puerto Montt,Lunes,0
Grupo LATAM,8,I,Lima,Miercoles,0
Sky Airline,11,N,Calama,Jueves,0
Grupo LATAM,10,I,Montevideo,Martes,0
Grupo LATAM,10,N,Copiapo,Sabado,0
Grupo LATAM,4,N,Arica,Viernes,0
Grupo LATAM,2,I,Buenos Aires,Sabado,0
Grupo LATAM,11,I,Madrid,Sabado,1
K.L.M.,6,I,Buenos Aires,Miercoles,0
Grupo LATAM,1,N,Arica,Sabado,0
Grupo LATAM,2,I,Ciudad de Mexico,Lunes,1
Grupo LATAM,3,I,Bogota,Lunes,0
Grupo LATAM,12,N,Balmaceda,Viernes,0
Grupo LATAM,8,N,Calama,Sabado,0
Grupo LATAM,7,N,Puerto Montt,Miercoles,0
Grupo LATAM,6,I,Ciudad de Mexico,Domingo,0
Grupo LATAM,6,N,Isla de Pascua,Jueves,0
Gol Trans,7,I,Sao Paulo,Miercoles,0
Grupo LATAM,5,N,Calama,Sabado,0
Sky Airline,6,N,Concepcion,Lunes,0
Sky Airline,7,N,La Serena,Martes,0
Grupo LATAM,3,I,Mendoza,Lunes,0
Grupo LATAM,7,N,Antofagasta,Sabado,0
Grupo LATAM,2,I,Lima,Miercoles,0
Grupo LATAM,7,I,Guayaquil,Sabado,0
Grupo LATAM,11,N,Iquique,Sabado,0
Grupo LATAM,10,N,Antofagasta,Martes,0
Grupo LATAM,6,I,Sao Paulo,Miercoles,0
Sky Airline,1,I,Montevideo,Martes,0
Grupo LATAM,1,N,Punta Arenas,Viernes,0
Grupo LATAM,5,N,Puerto Montt,Domingo,0
Grupo LATAM,11,I,Guayaquil,Domingo,1
Grupo LATAM,12,I,Guayaquil,Sabado,1
Grupo LATAM,1,N,La Serena,Viernes,0
Sky Airline,11,N,Antofagasta,Viernes,1
Grupo LATAM,3,N,Calama,Jueves,0
Sky Airline,9,N,Copiapo,Lunes,0
Sky Airline,12,I,Buenos Aires,Miercoles,1
Grupo LATAM,1,N,Antofagasta,Domingo,0
Sky Airline,12,N,Calama,Martes,1
Grupo LATAM,8,N,Calama,Viernes,1
Delta Air,6,I,Atlanta,Lunes,0
Grupo LATAM,1,I,Sao Paulo,Viernes,0
Grupo LATAM,4,N,La Serena,Viernes,0
Grupo LATAM,7,N,Antofagasta,Martes,0
Grupo LATAM,2,N,Balmaceda,Miercoles,0
Grupo LATAM,12,I,Miami,Viernes,0
Grupo LATAM,11,N,Antofagasta,Lunes,0
Sky Airline,10,N,Antofagasta,Sabado,0
Grupo LATAM,1,N,Calama,Lunes,0
Grupo LATAM,1,N,La Serena,Viernes,1
Grupo LATAM,7,N,Iquique,Martes,1
Grupo LATAM,1,N,Punta Arenas,Viernes,0
Grupo LATAM,5,I,Lima,Miercoles,1
Grupo LATAM,2,N,Iquique,Viernes,0
Sky Airline,4,N,Calama,Jueves,0
Sky Airline,10,N,Antofagasta,Miercoles,0
Grupo LATAM,5,N,Arica,Miercoles,0
Grupo LATAM,8,N,Antofagasta,Jueves,0
Sky Airline,1,N,Concepcion,Viernes,0
Sky Airline,4,N,Antofagasta,Miercoles,0
JetSmart SPA,10,N,Antofagasta,Miercoles,1
Grupo LATAM,10,N,Puerto Montt,Miercoles,1
Grupo LATAM,8,N,Calama,Lunes,0
British Airways,8,I,Londres,Martes,0
Grupo LATAM,10,I,Miami,Domingo,0
Avianca,12,I,Bogota,Viernes,0
Grupo LATAM,6,N,Concepcion,Miercoles,0
Grupo LATAM,4,I,Madrid,Domingo,0
Sky Airline,10,N,Copiapo,Domingo,0
Sky Airline,8,N,Puerto Montt,Domingo,0
American Airlines,10,I,Dallas,Lunes,0
Grupo LATAM,4,N,Calama,Viernes,0
Sky Airline,10,N,Iquique,Miercoles,1
Grupo LATAM,6,I,Lima,Domingo,0
Iberia,2,I,Madrid,Martes,1
Aerolineas Argentinas,5,I,Buenos Aires,Sabado,0
Grupo LATAM,8,I,Buenos Aires,Sabado,0
Grupo LATAM,2,I,Sao Paulo,Jueves,1
JetSmart SPA,9,N,Copiapo,Viernes,0
Grupo LATAM,8,N,Puerto Montt,Jueves,0
Grupo LATAM,7,N,Concepcion,Jueves,1
Grupo LATAM,12,N,Arica,Domingo,0
Grupo LATAM,6,N,Calama,Domingo,0
Grupo LATAM,2,N,Isla de Pascua,Miercoles,0
Grupo LATAM,10,N,Iquique,Sabado,0
Grupo LATAM,12,I,Asuncion,Viernes,1
Grupo LATAM,1,I,Sao Paulo,Martes,1
Grupo LATAM,7,N,Valdivia,Viernes,0
Grupo LATAM,5,N,La Serena,Viernes,0
Grupo LATAM,1,N,Antofagasta,Viernes,0
Latin American Wings,4,N,Concepcion,Viernes,0
Grupo LATAM,3,I,Bogota,Miercoles,0
Sky Airline,3,N,Calama,Jueves,1
Grupo LATAM,11,N,Calama,Lunes,0
Aerolineas Argentinas,4,I,Buenos Aires,Domingo,1
Copa Air,11,I,Ciudad de Panama,Jueves,0
Grupo LATAM,9,I,Buenos Aires,Miercoles,1
Grupo LATAM,5,I,Buenos Aires,Domingo,0
Avianca,10,I,Bogota,Martes,0
Grupo LATAM,10,I,Buenos Aires,Miercoles,0
Grupo LATAM,12,N,Punta Arenas,Domingo,0
Sky Airline,1,N,Copiapo,Domingo,0
Sky Airline,5,N,Iquique,Sabado,0
Grupo LATAM,12,I,Sao Paulo,Lunes,1
Grupo LATAM,9,I,Lima,Domingo,0
Sky Airline,11,N,Puerto Montt,Viernes,0
Sky Airline,12,N,Calama,Domingo,0
Grupo LATAM,3,I,Mendoza,Domingo,0
Grupo LATAM,1,I,Sao Paulo,Miercoles,1
Grupo LATAM,3,I,Buenos Aires,Miercoles,0
Grupo LATAM,10,I,Buenos Aires,Lunes,0
Avianca,5,I,Lima,Sabado,0
Sky Airline,12,I,Buenos Aires,Domingo,1
Air Canada,8,I,Toronto,Lunes,0
JetSmart SPA,12,N,Antofagasta,Jueves,0
Sky Airline,10,N,Puerto Montt,Lunes,0
Aerolineas Argentinas,3,I,Buenos Aires,Martes,0
Avianca,9,I,Bogota,Lunes,1
Sky Airline,11,N,Balmaceda,Domingo,0
Sky Airline,5,I,Buenos Aires,Viernes,0
Sky Airline,3,N,La Serena,Miercoles,0
Sky Airline,8,N,Antofagasta,Martes,0
Grupo LATAM,10,N,Antofagasta,Domingo,0
Grupo LATAM,10,N,Temuco,Viernes,0
K.L.M.,11,I,Buenos Aires,Sabado,0
Grupo LATAM,8,N,Iquique,Sabado,0
Sky Airline,10,N,Iquique,Martes,0
Sky Airline,7,I,Buenos Aires,Viernes,0
Sky Airline,10,N,Temuco,Jueves,0
Grupo LATAM,6,N,Antofagasta,Viernes,1
Grupo LATAM,1,I,Miami,Miercoles,1
Grupo LATAM,12,N,Calama,Miercoles,0
Grupo LATAM,8,N,Arica,Martes,0
Sky Airline,1,I,Montevideo,Viernes,0
Grupo LATAM,12,I,Buenos Aires,Sabado,0
Grupo LATAM,4,I,Buenos Aires,Miercoles,0
Sky Airline,11,N,Iquique,Miercoles,0
Sky Airline,9,I,Buenos Aires,Jueves,0
Grupo LATAM,9,N,Arica,Domingo,0
Gol Trans,10,I,Rio de Janeiro,Miercoles,0
Sky Airline,2,I,Montevideo,Sabado,0
Grupo LATAM,3,N,Antofagasta,Martes,0
Aerolineas Argentinas,12,I,Buenos Aires,Lunes,0
Avianca,10,I,Bogota,Domingo,0
Grupo LATAM,8,I,Buenos Aires,Lunes,0
Grupo LATAM,1,I,Madrid,Sabado,1
Grupo LATAM,12,N,Copiapo,Martes,0
Grupo LATAM,10,N,Balmaceda,Jueves,0
Grupo LATAM,3,N,Concepcion,Viernes,1
Avianca,12,I,Bogota,Miercoles,1
Sky Airline,9,N,Temuco,Viernes,0
Sky Airline,8,N,Puerto Montt,Miercoles,0
British Airways,11,I,Londres,Viernes,0
Grupo LATAM,7,N,Calama,Miercoles,0
Avianca,11,I,Bogota,Sabado,1
Aerolineas Argentinas,10,I,Buenos Aires,Miercoles,1
Grupo LATAM,9,N,Antofagasta,Miercoles,0
Grupo LATAM,2,I,Miami,Domingo,0
Grupo LATAM,4,N,Concepcion,Domingo,0
Grupo LATAM,1,N,Iquique,Lunes,0
Grupo LATAM,11,N,Punta Arenas,Miercoles,0
Grupo LATAM,10,N,Antofagasta,Martes,1
Grupo LATAM,5,N,Puerto Montt,Miercoles,0
Grupo LATAM,6,I,Sao Paulo,Lunes,0
Copa Air,7,I,Ciudad de Panama,Viernes,0
Avianca,7,I,Bogota,Viernes,1
Grupo LATAM,12,N,Arica,Domingo,0
Sky Airline,1,N,Temuco,Domingo,0
Grupo LATAM,3,N,Concepcion,Domingo,0
Grupo LATAM,10,N,Puerto Montt,Miercoles,0
Grupo LATAM,2,N,Temuco,Jueves,0
Grupo LATAM,10,I,Los Angeles,Domingo,1
Grupo LATAM,7,N,Arica,Jueves,0
Grupo LATAM,3,N,Copiapo,Sabado,0
Grupo LATAM,5,N,Temuco,Martes,0
Grupo LATAM,9,N,Temuco,Martes,0
British Airways,7,I,Londres,Viernes,0
Grupo LATAM,8,N,Arica,Domingo,0
Grupo LATAM,8,N,Antofagasta,Domingo,0
Grupo LATAM,6,I,Lima,Jueves,0
Grupo LATAM,5,N,Punta Arenas,Martes,1
Grupo LATAM,4,N,Calama,Sabado,0
Grupo LATAM,8,N,Concepcion,Jueves,0
Copa Air,7,I,Ciudad de Panama,Sabado,0
Grupo LATAM,8,N,Iquique,Jueves,0
Grupo LATAM,7,N,Puerto Montt,Viernes,0
Grupo LATAM,10,I,Miami,Sabado,0
Sky Airline,12,N,Calama,Miercoles,0
Grupo LATAM,6,I,Guayaquil,Sabado,0
Grupo LATAM,10,N,Copiapo,Martes,0
Grupo LATAM,5,I,Lima,Jueves,0
Sky Airline,10,N,Arica,Miercoles,0
Grupo LATAM,10,I,La Paz,Viernes,0
Aerolineas Argentinas,5,I,Buenos Aires,Lunes,1
Sky Airline,11,I,Buenos Aires,Sabado,0
Grupo LATAM,10,I,Madrid,Sabado,0
Grupo LATAM,5,I,Buenos Aires,Sabado,0
Aerolineas Argentinas,11,I,Buenos Aires,Domingo,0
Grupo LATAM,1,I,Sao Paulo,Lunes,0
Sky Airline,11,N,Iquique,Miercoles,0
Grupo LATAM,7,N,Temuco,Jueves,0
Sky Airline,11,N,Antofagasta,Domingo,0
Grupo LATAM,10,N,Isla de Pascua,Lunes,0
Grupo LATAM,8,I,Bogota,Lunes,0
Sky Airline,12,N,Puerto Montt,Jueves,1
Grupo LATAM,11,I,Lima,Jueves,0
Grupo LATAM,10,I,Mendoza,Domingo,0
Aerolineas Argentinas,5,I,Buenos Aires,Jueves,0
Grupo LATAM,7,I,Madrid,Martes,0
Grupo LATAM,5,I,Lima,Martes,1
Sky Airline,4,N,Concepcion,Lunes,1
Air Canada,4,I,Toronto,Lunes,0
Grupo LATAM,7,I,Mendoza,Martes,0
Grupo LATAM,5,N,Concepcion,Lunes,0
Grupo LATAM,4,I,Miami,Jueves,0
Grupo LATAM,9,N,Iquique,Viernes,0
Grupo LATAM,4,N,Temuco,Viernes,0
Air Canada,11,I,Buenos Aires,Sabado,1
Avianca,2,I,Bogota,Jueves,0
Grupo LATAM,10,I,Lima,Lunes,0
Grupo LATAM,1,I,Buenos Aires,Sabado,0
Grupo LATAM,4,I,Lima,Sabado,0
Grupo LATAM,12,I,Rio de Janeiro,Miercoles,0
Grupo LATAM,3,N,Concepcion,Martes,0
Aerolineas Argentinas,7,I,Buenos Aires,Domingo,1
Grupo LATAM,3,I,Buenos Aires,Viernes,1
American Airlines,3,I,Miami,Martes,0
Grupo LATAM,1,N,Calama,Jueves,0
Sky Airline,4,N,Puerto Montt,Lunes,1
Grupo LATAM,7,I,Rio de Janeiro,Jueves,1
Grupo LATAM,4,N,Puerto Montt,Domingo,0
Grupo LATAM,12,N,Calama,Jueves,1
Sky Airline,1,N,Iquique,Viernes,0
Grupo LATAM,10,I,Mendoza,Martes,1
Grupo LATAM,11,I,Sao Paulo,Miercoles,1
